"0,""TERROR,AFRAID,SCARE,FRIGHT"""
"1,""BOYS,GUYS,JERK"""
"452,""FINGERNAIL,CLIPPERS,TOENAIL"""
"453,""CUTE,CUDDLE,ADORABLE,PUPPY,KITTEN"""
"454,""CARING,EMPATHY,COMPASSION,SYMPATHY,FEELING,CONCERN"""
"455,""ASSISTANT,MANAGER,BOSS"""
"456,""KINGDOM,EMPIRE,DYNASTY"""
"457,""WIFE,FELLOW,MATE,PARTNER,HUSBAND,MAN"""
"458,""DEPENDENT,MONEY,DEPEND"""
"459,""WAITER,PLATE,TRAY,WAITRESS,SERVER"""
"460,""DISCUSSION,ARGUE,DISCUSS,DEBATE"""
"461,""REAPPEAR,SEE,APPEAR,LOOK"""
"462,""WORKOUT,EXERCISE,SWEAT,AEROBICS,GYM"""
"463,""GRACEFUL,KIND,NICE"""
"464,""PATCH,JEANS,PANTS"""
"465,""ELEGANT,PLUSH,FANCY,NICE"""
"466,""GENTLE,FRAGILE,DELICATE,FRAIL"""
"467,""WHISPER,SILENT,MUTE"""
"468,""AWAKE,ALARM,WAKE"""
"469,""THOUGHT,IDEA,THINK"""
"470,""PAPER,SURVEY,ANALYSIS,RESEARCH"""
"471,""MILITARY,MARINES,GUN,SOLDIER"""
"472,""SLEEP,LAY,BED"""
"473,""SLEIGH,REINDEER,SANTA"""
"474,""GROSS,YUCK,PUKE,DISGUSTING,VOMIT,NASTY,THROW UP"""
"475,""GROWN,GROWTH,UP,GROW"""
"476,""ALWAYS,OFTEN,TENDENCY"""
"477,""FORBID,RESTRICTION,PARENTS"""
"478,""PRINTER,COPIER,XEROX,DUPLICATE,PRINTING,PRINT,COPY"""
"479,""SCHOOL,CLASS,SUBJECT"""
"480,""DEVICE,ITEM,PIECE,PART,COMPONENT"""
"481,""TOOL,HAMMER,SICKLE"""
"482,""KIDS,CHILDREN,PLAYGROUND"""
"483,""CONTENT,INSIDE,CONTEXT"""
"484,""RAFT,FLOAT,DRIFT"""
"485,""SNORE,NOISE,LOUD"""
"486,""WAGON,COWBOY,WEST"""
"487,""GONE,DEPART,GOODBYE"""
"488,""SCHOOL,PRESENTATION,CLASS"""
"489,""SKETCH,DRAW,OUTLINE"""
"490,""THROW UP,CROAK"""
"491,""PROVIDENCE,ROAD,RURAL"""
"492,""ENVIRONMENT,SURROUNDING,ATMOSPHERE"""
"493,""CUSTOMER,CLERK,BUY,CONSUMER,SALE"""
"494,""BUILDING,STEPS,ESCALATOR,ELEVATOR"""
"495,""TRUSTWORTHY,RELIABLE,MOM"""
"496,""SCENERY,PICTURE,PAINTING"""
"497,""COMMUNICATE,TALK,SPEAK"""
"498,""NOTICE,SEE,LOOK"""
"499,""NOMAD,WANDER,ROAM"""
"500,""READ,INSTRUCTION,INSTRUCTIONS"""
"501,""VOODOO,BLACK,WITCH"""
"502,""BUTLER,MAID,SERVANT,MANSION"""
"503,""ANSWER,ASK,REQUEST"""
"504,""OBJECTIVE,TEST,SUBJECTIVE"""
"505,""SNORE,UNCONSCIOUS,CONSCIOUS,SLUMBER,SNOOZE,NAP,AWAKE,DOZE,ASLEEP,WAKE"""
"506,""APEX,CLIMAX,BOOK"""
"507,""GUILTY,FEAR,GUILT"""
"508,""FOE,DEER,DOE"""
"509,""HUG,SMOTHER,KISS"""
"510,""STAKE,STEAK,MEAT"""
"511,""KIDS,PARENTS,CHILDREN"""
"512,""FEDERAL,LAW,COURT"""
"513,""SOLID,FLUID,LIQUID"""
"514,""HOME,LIVING ROOM,FURNITURE,BEDROOM"""
"515,""INTELLIGENT,NAIVE,IGNORANT,SMART"""
"516,""MEAT,SPOIL,SPOILED"""
"517,""VARIETY,VARY,SPICE"""
"518,""RUBBER,GALOSHES,BOOTS"""
"519,""CONQUEST,POWER,OVERCOME"""
"520,""USED,JEANS,WORN"""
"521,""HIKER,HITCHHIKE,WALK"""
"522,""AGE,CENTURY,ERA,YEAR"""
"523,""POTTERY,BREAKABLE,FRAGILE,PORCELAIN,CERAMIC,VASE,DELICATE,FRAIL,BRITTLE,FEEBLE,CERAMICS"""
"524,""FOOD,CHILI,SPICY"""
"525,""TASTY,YUMMY,PIZZA"""
"526,""SAUSAGE,HOT DOGS"""
"527,""TOPIC,THEME,SUBJECT,HEADING,TITLE"""
"528,""ENVIRONMENT,ATMOSPHERE,POLLUTION"""
"529,""BELOW,BEHIND,BENEATH,UNDER"""
"530,""ANATOMY,PHYSIOLOGY,DOCTOR"""
"531,""DECK,PATIO,PORCH"""
"532,""INSTANCE,MINUTE,TIME"""
"533,""RIDDLE,PUN,RHYME"""
"534,""FAIL,FAILURE,BAD"""
"535,""POT,MARIJUANA,DRUG"""
"536,""SUNDAY,MONDAY,MORNING"""
"537,""ACTION,PERFORMANCE,DRAMA"""
"538,""CHEF,GOURMET,COOKBOOK"""
"539,""MOTHER,NAG,FUSS"""
"540,""BEER,DRUNK,BUZZ"""
"541,""WILD,COYOTE,WOLF"""
"542,""PROBLEM,DILEMMA,CONFLICT"""
"543,""GROWN,YOUNG,MATURE"""
"544,""MEMORIAL,STATUE,MONUMENT"""
"545,""TEST,SURVEY,ANALYSIS"""
"546,""OWE,FAVOR,DEBT"""
"547,""DEEP,SEA,OCEAN"""
"548,""LUNCH,CAFE,SANDWICH"""
"549,""MAKE,BUILD,CREATE"""
"550,""DARK,BLINDS,SHADOW,SHADE"""
"551,""FLAKES,FROSTED,FLAKE"""
"552,""FURRY,FLUFFY,KITTEN,FUZZY"""
"553,""BARBECUE,STEAK,SAUCE,MEAT,RIB"""
"554,""GREEK,MYTHOLOGY,MYTH"""
"555,""IMPACT,CAR,BUMPER,DENT"""
"556,""FACTOR,NUMBER,QUOTIENT"""
"557,""DRAIN,FLUID,LIQUID"""
"558,""STATUS,POSITION,RANK"""
"559,""STAMP,LETTERS,ENVELOPE,MAIL"""
"560,""LEAVE,ENTRANCE,EXIT,ENTER"""
"561,""SCHOOL,WORK,CLASS"""
"562,""ARGUE,DISAGREE,FUSS,QUARREL,COMPLAIN"""
"563,""ASSAULT,VIOLENCE,GUN"""
"564,""SLAB,MEAT,BEEF"""
"565,""ALBUM,PICTURE,PAINTING,PHOTO"""
"566,""KINGDOM,DOMAIN,TERRITORY"""
"567,""FEET,FUNGUS,FUNGI"""
"568,""CHUCK,THROW UP"""
"569,""MYSTERY,SCARY,MONSTER,FRIGHT,HORROR,SUSPENSE,TERROR,SCARE"""
"570,""MICE,MOUSE,RAT"""
"571,""DRUGS,DOPE,ADDICT,STONED,ADDICTION,COCAINE"""
"572,""SOUND,AMP,RADIO,BASS"""
"573,""SUN,WARMER,WARMTH,HOTTER"""
"574,""POSSESSION,OWN,OBTAIN,MINE,HAVE,POSSESS"""
"575,""NONSENSE,OUTRAGEOUS,RIDICULOUS,SILLY,ABSURD,FOOLISH"""
"576,""SCIENCE,PHILOSOPHY,PHILOSOPHER"""
"577,""LITTLE,DWARVES,ELF,DWARF"""
"578,""GAUZE,BRUISE,OINTMENT,WOUND,SORE,BANDAGE,BANDAID,INJURY,SCAR"""
"579,""REFUSE,TRASH,GARBAGE"""
"580,""ANGLE,TANGENT,DEGREE"""
"581,""ABUNDANCE,DEPLETION,SCARCITY"""
"582,""FOOL,OUT FOX"""
"583,""ALONE,SINGLE,LONELY,ISOLATED"""
"584,""FRESH,ROTTEN,SPOIL,SPOILED"""
"585,""YUMMY,DESSERT,PIE,CANDY,CHOCOLATE,PUDDING,DELICIOUS,CAKE,TASTY,ICE CREAM"""
"586,""CHEESE,NOODLES,MACARONI"""
"587,""HOME,AMERICA,USA"""
"588,""EXCLAMATION POINT,LOUD"""
"589,""WRITE,TYPE,TYPEWRITER"""
"590,""ETHICS,GOOD,MORALS"""
"591,""STRANGE,COMMON,NORM,MAN"""
"592,""NEED,DEPENDENT,RELY,DEPEND"""
"593,""LESSON,INSTRUCTION,TEACHER,INSTRUCTIONS"""
"594,""ADVANCE,BEYOND,EXCEL,AHEAD,FURTHER"""
"595,""GROWN,GROWTH,TREE,GROW"""
"596,""WRAP,GAUZE,BANDAGE"""
"597,""DUST,CHALK,CHALKBOARD"""
"598,""CRY,WORRY,SAD"""
"599,""ASSAULT,VIOLENCE,RAPE,HURT"""
"600,""SELL,PURCHASE,BUY,RECEIPT,SALE,MALL,STORE"""
"601,""COUCH,LAY,SIT"""
"602,""EMBARRASS,BLUSH,BASHFUL,ASHAMED,SHY"""
"603,""STEEL,BLADE,SWORD"""
"604,""ADDICTION,ADDICT,HABIT"""
"605,""SIMPLE,PLAIN,BASIC"""
"606,""BE,THERE,EXIST,HERE,EXISTENCE"""
"607,""SOOTHE,PAIN,HURT"""
"608,""HEAVY,CARRY,BOOKBAG"""
"609,""YOGURT,COLD,ICE CREAM"""
"610,""DRY,WASH,TOWEL,CLEAN,SOAK"""
"611,""PREY,PREDATOR,ANIMAL"""
"612,""GOD,GODDESS,RELIGION"""
"613,""AWAY,TRAVEL,TRIP"""
"614,""CLOTH,SHIRT,PANTS"""
"615,""SLOPE,DECLINE,INCLINE"""
"616,""CHEMICAL,SCIENCE,ELEMENT,PEROXIDE,HYDROGEN,NITROGEN,ATOM,CARBON,CHEMISTRY,HELIUM"""
"617,""CHAMPION,WIN,CONQUEST,VICTORY,CONQUER,OVERCOME,DEFEAT,TRIUMPH,VICTOR"""
"618,""LABYRINTH,CONFUSION,PUZZLE,MAZE"""
"619,""CUE,ACT,ACTOR,STAGE"""
"620,""TRENCH,DITCH,GULLY"""
"621,""BLOW,BREEZE,FAN"""
"622,""START,BEGIN,DEVELOP"""
"623,""BROAD,THIN,WIDE"""
"624,""GYM,WEIGHT,WORKOUT,EXERCISE"""
"625,""PUZZLE,SOLVE,UNSOLVED"""
"626,""THINKING,THOUGHT,IDEA"""
"627,""BUILDING,BLUEPRINT,BUILDER,CONSTRUCT,CONTRACTOR,CONSTRUCTION,ARCHITECT,ARCHITECTURE,STRUCTURE,BUILD"""
"628,""DICTIONARY,THESAURUS,BRITANNICA,BOOK,ENCYCLOPEDIA,ALMANAC,ATLAS"""
"629,""MUCK,SWAMP,MARSH,SLIME,POND"""
"630,""JUVENILE,DELINQUENT,ADOLESCENT,CHILDISH,YOUNG,YOUTH,TEENAGER,IMMATURE,KID"""
"631,""INTOXICATE,ALCOHOL,COCKTAIL,DRUNK,LIQUOR,DRINK,BOOZE,BEER,PARTY,CHAMPAGNE"""
"632,""AXON,CHROMOSOMES,SCIENCE,NEURON,MOLECULE,PROTON,CHEMICAL,ELECTRON,ANATOMY,NUCLEUS,ATOM,CHEMISTRY,PHYSIOLOGY,NEUTRON"""
"633,""FORWARD,FRONT,BACKWARD,AHEAD"""
"634,""CAUTIOUS,CAUTION,YELLOW,YIELD"""
"635,""CAR,FACTORY,MANUFACTURER"""
"636,""SAY,DESCRIBE,TELL"""
"637,""DEVIL,SATAN,PITCHFORK"""
"638,""UNCOMFORTABLE,PANTYHOSE,NYLONS"""
"639,""LABEL,HEADING,TITLE"""
"640,""AFRICA,CONTINENT,ASIA"""
"641,""SPEED,BRAKE,ACCELERATE"""
"642,""WALL,PAINT,PAINTING,PAINTER,PICTURE"""
"643,""GOD,MAKER,CREATOR"""
"644,""SHOP,GROCERY,SHOPPING,BARGAIN,SUPERMARKET,SALES,GROCERIES,MARKET"""
"645,""CONVICT,SENTENCE,JAIL,PRISON"""
"646,""APPLICATION,MAKE UP"""
"647,""PAST,SINCE,YESTERDAY,BEFORE"""
"648,""CHILDISH,TOY,YO-YO,PLAY DOUGH,KID"""
"649,""HOSTESS,RESTAURANT,WAITER,SERVER,HOST,STEWARDESS,WAITRESS"""
"650,""MASTERY,PROFESSIONAL,INTELLIGENT,SMART,EXPERT"""
"651,""COUNTRY,BOUNDARY,BORDER"""
"652,""GOOD,CANDY,CHOCOLATE"""
"653,""BOUNDARY,EDGE,BORDER"""
"654,""SWEETHEART,VALENTINE,LOVER"""
"655,""SHIP,BOAT,ROCKET,LAUNCH"""
"656,""PORTRAY,IMITATE,THEATER,ACTOR,ACT"""
"657,""REWARD,AWARD,GIVE"""
"658,""ILL,CURE,TREATMENT,CANCER,SICKNESS"""
"659,""AMERICA,UNITED,NATION"""
"660,""GRAY,MICE,RAT"""
"661,""DIVISION,APART,DIVIDE,SEPARATE"""
"662,""GET,RECEIVE,ACQUIRE,DELIVER,OBTAIN,SEND,PICK UP,BRING,HAVE,GRAB"""
"663,""SCENERY,LANDSCAPE,VIEW"""
"664,""GAS,BRAKE,ACCELERATE,PEDAL"""
"665,""OUTSIDE,PATIO,PORCH"""
"666,""PROFIT,NET,GAIN"""
"667,""GENEROUS,MONEY,FUND,DONATION,DONOR,CHARITY"""
"668,""ROMAN,EMPEROR,EMPIRE"""
"669,""ENJOY,FUNNY,GIGGLE,AMUSE,CLOWN,PLEASANT,ECSTASY,ENTERTAIN,LAUGH,DELIGHT,TICKLE,HAPPY"""
"670,""FULL,GAS,FILL"""
"671,""CLEVER,WISE,INTELLIGENCE,WISDOM,STUPID,DUMB,WIT,INTELLECT"""
"672,""QUENCH,SINK,DRENCH,WATER,FAUCET,THIRSTY,DRIP,THIRST,OASIS,SPLASH,PLUMBER,DRAIN,PUDDLE,PARCHED,SWALLOW,GEYSER,REFRESHING,COOLER,LEAK,SALIVA,GULP,BEVERAGE,FOUNTAIN"""
"673,""WORM,SNAIL,SLUG"""
"674,""DOORWAY,ENTRANCE,OPENING"""
"675,""MANUFACTURE,COMPANY,PRODUCTION,MANUFACTURER"""
"676,""CATTLE,STEER,COW,HERD"""
"677,""SHY,WITHDRAWN,INTROVERT"""
"678,""BREAK,ERODE,DETERIORATE"""
"679,""BREAKFAST,EGG,EGGS"""
"680,""ANXIOUS,HURRY,PANIC"""
"681,""BASE,MAKE UP"""
"682,""GIRL,WOMAN,PERFUME"""
"683,""LARGE,BIG,EXTRAVAGANT"""
"684,""PITCHER,CONTAINER,JUG"""
"685,""HAZE,FOG,SMOG"""
"686,""RUNNER,RUNNING,TIRED"""
"687,""SCENERY,GREEN,LANDSCAPE,GROUNDS"""
"688,""EXECUTIVE,POWER,CHAIRPERSON"""
"689,""FOOD,EAT,KITCHEN"""
"690,""SURF,SWIM,SUB,SWIMMER,BAY,SHORE,SEASHORE,REEF,PEER,SEAGULL,PORT,MERMAID,PELICAN,COAST,SNORKEL,DIVER,INLET,SAILING,DIVE,WAVE,TIDE,DOCK,CRUISE,DIVING,PIER,SUBMARINE,HARBOR,SAIL,WATER,SINKER,WAVES,SCUBA"""
"691,""BURY,GRAVE,DIRT"""
"692,""PARIS,FRENCH,FRANCE"""
"693,""CUDDLE,SQUEEZE,HUG"""
"694,""PROPERTY,REAL ESTATE"""
"695,""GHOST,HAUNT,SPOOK"""
"696,""CLUMSY,STUPID,DUMB"""
"697,""SUMMER,HEAT,HOT"""
"698,""LOSER,BEGINNER,EXPERT"""
"699,""FLAG,AMERICA,CONSTITUTION,USA"""
"700,""HEAD & SHOULDERS,ARMS"""
"701,""CAPABILITY,COMPETENCE,SMART"""
"702,""STRIKE,BOWL,BOWLING"""
"703,""COPPER,TIN,FOIL,ALUMINUM,SILVER"""
"704,""TOTE,HIKING,BACKPACK,CARRY,BOOK,HANDBAG,BOOKBAG"""
"705,""CIGARETTE,SMOKE,PUFF"""
"706,""GOOD,CHRISTIAN,ANGEL,HOLINESS,GODLINESS,SAINT,HALO"""
"707,""RING,BOXER,BOXING"""
"708,""PERFECT,INCORRECT,RIGHT,PRECISE,METICULOUS,DETAIL,CORRECT,SPECIFIC,ERROR,EXACT,ACCURATE"""
"709,""FIRM,CORPORATION,COMPANY,AGENCY"""
"710,""TURTLE,SLOW,PORPOISE,TORTOISE"""
"711,""VIOLATION,ARREST,TROUBLE,TREASON,PROSECUTE"""
"712,""PUFF,FLUFFY,SOFT,KITTEN"""
"713,""POWERFUL,FORCEFUL,DOMINATE,DOMINANT,POWER"""
"714,""CREVICE,CANYON,HOLE"""
"715,""IMPRESSION,FEELING,EXPRESSION"""
"716,""WHEEL,BIKE,BICYCLE"""
"717,""UNION,MARRY,MARRIAGE"""
"718,""SUN,TAN,SUNSHINE"""
"719,""CIRCLE,SQUARE,AROUND"""
"720,""PUSHY,SALESMAN,SALES,SELLER"""
"721,""CATASTROPHE,DESTRUCTION,DISASTER,HAVOC,CHAOS"""
"722,""TONIGHT,MIDNIGHT,STARS"""
"723,""DOMINATE,DOMINANT,FORCEFUL,POWERFUL,AGGRESSIVE,STRONG"""
"724,""HANDKERCHIEF,ALLERGY,KLEENEX,TISSUE,SINUS,SNEEZE,SYMPTOM"""
"725,""ELF,SHORT,MIDGET,DWARF,DWARVES"""
"726,""OPERATION,SURGERY,SICK"""
"727,""BEAT,ASSAULT,RAPE"""
"728,""ESSAY,PARAGRAPH,LONG"""
"729,""CHEMICAL,CHEMISTRY,COMPOUND"""
"730,""OATH,VOW,PROMISE,COMMITMENT,SWEAR"""
"731,""SHAG,RUG,CARPET"""
"732,""SERVANT,MAID,SLAVE"""
"733,""HIKE,HILL,HIKING"""
"734,""ETERNITY,FOREVER,LOVE,ALWAYS,ETERNAL,LASTING,ENDLESS"""
"735,""ETHICS,MANNERS,MORALS"""
"736,""SALT,SOUR,BITTER,VINEGAR"""
"737,""COUNTRY,HERITAGE,TRADITION,CUSTOM"""
"738,""PINCH,LOBSTER,CRAB"""
"739,""AGENCY,UNEMPLOYMENT,CAREER,CORPORATION,INDUSTRY,WORK,PROFESSION,FACTORY,EMPLOYMENT,COMPANY,OCCUPATION"""
"740,""EXTREMITY,ARM,LEG"""
"741,""ATTIC,STORAGE,CLOSET"""
"742,""TRY,GIVE UP"""
"743,""AWARE,AWARENESS,ALERT"""
"744,""UNJUST,BAD,UNFAIR"""
"745,""CALORIE,CALORIES,FAT,DIET"""
"746,""BLOW,BUGLE,FLUTE,TUBA,HORN,TROMBONE,CLARINET,TRUMPET"""
"747,""SEVERE,EXTREME,PAIN,HARSH,HURT"""
"748,""TOAST,WHEAT,GRAIN,BREAD"""
"749,""ME,IMPATIENT,IMPATIENCE"""
"750,""BOILED,FRIED,RECIPE,COOKED,CHICKEN,BAKE,BAKED,FRY"""
"751,""SHINE,FLASHLIGHT,SHINY,GLOW"""
"752,""PROSECUTE,DEATH,TRAITOR,TREASON"""
"753,""PHANTOM,DEVIL,MONSTER,DEMON,EVIL,SATAN,GOBLIN"""
"754,""CARING,KIND,FOND"""
"755,""CELERY,DIET,SALAD"""
"756,""FLOUR,BISCUIT,DOUGH"""
"757,""BIOLOGIST,BIOLOGY,ANIMAL"""
"758,""RIGHT,CORRECT,MISTAKE"""
"759,""CARDINAL,ROBIN,RED"""
"760,""GOOD,OATMEAL,OATS"""
"761,""PECAN,COOKIE,WALNUT"""
"762,""CHIPMUNK,SQUIRREL,FURRY"""
"763,""GIRL,WOMAN,LADY,MAIDEN"""
"764,""ROPE,STRING,FRAY"""
"765,""DIRECTIONS,MAP,DIRECTION"""
"766,""PAIN,HURT,TUMOR,STROKE,TRAUMA,HEART ATTACK"""
"767,""OLIVE,FOOD,EAT"""
"768,""ANIMALS,WILDERNESS,NATURE"""
"769,""KEYBOARD,TYPE,TYPEWRITER"""
"770,""ABUNDANCE,ENOUGH,OVERFLOW"""
"771,""FOAM,BATH,SUDS,BATHTUB,BUBBLE,SOAP,LATHER"""
"772,""SHEEP,SHEPHERD,HERD"""
"773,""EVEN,UNEVEN,LEVEL"""
"774,""NONE,PLENTY,LOT,MANY,SCARCITY,SCARCE"""
"775,""HONEST,TRUST,INTEGRITY,SINCERITY,HONESTY"""
"776,""GREASE,GRIME,SLIME"""
"777,""APEX,PEAK,POINT"""
"778,""MOLASSES,SYRUP,CANDY,CHOCOLATE"""
"779,""BARTENDER,ALCOHOL,COCKTAIL,FLASK,LIQUOR,INTOXICATED,DRUNK,BOURBON,CHAMPAGNE,TONIC,JUG,DRINK,BOOZE,INTOXICATE,CONTAINER,INEBRIATED,VODKA,WHISKEY,BRANDY,GIN,RUM,TAVERN,ALE,PUB,BEER,BOTTLE,SOBER,SALOON,SCOTCH,WINE"""
"780,""LINEN,BLANKET,SHEET,SHEETS,QUILT"""
"781,""SCARY,GOBLIN,MONSTER,CREATURE"""
"782,""CRITIC,CRITICIZE,ANALYZE"""
"783,""GOVERNOR,MAYOR,LEADERSHIP,DICTATOR,POLITICS,PRESIDENT,LEADER"""
"784,""RAINY,SUNNY,CLOUDY,GLOOMY,FOGGY,DAY"""
"785,""RELATIVE,VISITOR,GUEST"""
"786,""ASK,REQUEST,PERMISSION"""
"787,""PENCIL,DRAW,CRAYON,CRAYOLA,MARKER,DRAWING"""
"788,""TRAGEDY,BAD,CRISIS,CATASTROPHE"""
"789,""GYM,LIFESTYLE,FITNESS"""
"790,""LIGHT,FEATHER,FEATHERS"""
"791,""MONEY,PERCENTAGE,PERCENT"""
"792,""WEEK,SEMESTER,END,YEAR"""
"793,""TISSUE,PAPER TOWEL"""
"794,""SCENERY,MOUNTAIN,LANDSCAPE"""
"795,""STROKE,OAR,PADDLE"""
"796,""PLUG,DRAIN,CLOG,SINK"""
"797,""CANAL,MOAT,CREEK,STREAM,BROOK,LAKE,WATER,SWAMP,MARSH,LAGOON,POND,RIVER,BOG"""
"798,""RACCOON,BANDIT,MASK"""
"799,""FORWARD,STRAIGHT,AHEAD"""
"800,""SITUATION,HAPPENING,CIRCUMSTANCE"""
"801,""HUG,SNUGGLE,CUDDLE"""
"802,""DEFEND,DEFENSE,ARMY"""
"803,""AIRPLANE,PLANE,WINGS"""
"804,""CHERRY,COKE,BLACKBERRY,SODA"""
"805,""FRIENDS,BELONG,WITH"""
"806,""ACTION,NEW YORK"""
"807,""NOOSE,LOOSE,HANG"""
"808,""RENOUNCE,DEGRADE,INSULT"""
"809,""SPONGE,MOP,SCRUB"""
"810,""BAD,ROT,DETERIORATE"""
"811,""SHEEP,RAM,GOAT"""
"812,""WEAKNESS,WEAK,TIRED"""
"813,""FRAUD,BLACKMAIL,BRIBE"""
"814,""BIOLOGIST,BIOLOGY,FROG"""
"815,""PANCAKES,EGGS,WAFFLES,PAN,OMELET,FRY,SKILLET,EGG,BOIL"""
"816,""VOODOO,TABOO,WITCH,MYTH,SUPERSTITION"""
"817,""WHAT,QUESTION,WHO,WHEN,HOW,WHY"""
"818,""VINEGAR,ACID,BITTER,SOUR"""
"819,""LEGISLATURE,GOVERNOR,LAWS"""
"820,""RUBY,RED,SAPPHIRE"""
"821,""GREASE,MECHANIC,MECHANICAL"""
"822,""FRIENDLINESS,FRIENDLY,PERSONALITY"""
"823,""PARIS,LOVE,FRANCE"""
"824,""WAG,WIGGLE,SHAKE"""
"825,""CHOP,AX,WOOD,CHISEL,SAW"""
"826,""JUICE,SQUEEZE,ORANGE JUICE"""
"827,""TRAVEL,DROVE,HIGHWAY,INTERSTATE"""
"828,""TOAST,FOOD,BISCUIT,EAT,BREAD"""
"829,""CAPE,CLOAK,HOOD"""
"830,""TALE,PROVERB,FABLE"""
"831,""BAT,CAVE,CAVERN"""
"832,""ADJOURN,QUIT,JOIN"""
"833,""LAMB,SHEEP,MUTTON"""
"834,""DRENCH,PUDDLE,SALIVA,DRIP,GALOSHES,SPLASH,WET"""
"835,""ATLAS,SPHERE,GLOBE,ALMANAC,WORLD"""
"836,""APOLOGY,ACCEPT,FORGIVE"""
"837,""BEAT,PUNISH,WHIP,SPANK"""
"838,""WEEKEND,REST,RELAX"""
"839,""MUD,PUDDLE,GALOSHES,BOOTS"""
"840,""APPLE,ORCHARD,STRAWBERRY,GROVE,CHERRY,PLUM,PEAR,JUICE,FRUIT,COBBLER,BERRY,PRUNE,BLACKBERRY,RASPBERRY,PEACH,BLUEBERRY,ORCHID"""
"841,""HIKER,HITCHHIKE,ROAD"""
"842,""CLERK,TYPIST,RECEPTIONIST,SECRETARY"""
"843,""MAILMAN,STAMP,ENVELOPE,MAILBOX,LETTER,MAIL,POST"""
"844,""BASKETBALL,BASEBALL,FOUL"""
"845,""POSTAGE,MAILMAN,PARCEL,STAMP,ENVELOPE,MAILBOX,MAIL,POST"""
"846,""LETTUCE,CABBAGE,LEAF,SPINACH"""
"847,""GOWN,FORMAL,WEDDING,TUXEDO"""
"848,""CHEAP,COST,INEXPENSIVE"""
"849,""GYMNAST,ATHLETIC,ATHLETE,PHYSICAL"""
"850,""SCHEME,SLY,SNEAKY"""
"851,""AMATEUR,NOVICE,YOUNG,BEGINNER"""
"852,""CHANCE,LIKELIHOOD,POSSIBILITY,PROBABILITY"""
"853,""CLAW,HAND,PAW"""
"854,""NERVOUS,TENSE,UNCOMFORTABLE,UNEASY"""
"855,""RELIGION,NONE,GOD"""
"856,""SITUATION,CONDITION,CIRCUMSTANCE"""
"857,""VULGAR,UNPLEASANT,FOUL"""
"858,""BROOM,BRUSH,SWEEP"""
"859,""ANGLE,CURVE,BEND"""
"860,""HIGH SCHOOL,COLLEGE"""
"861,""CUSS,CURSE,DAMN,SWEAR"""
"862,""LENS,MICROSCOPE,TELESCOPE,MAGNIFY"""
"863,""HOLLER,YELL,CALL"""
"864,""ADJOURN,START,BEGIN,STOP,QUIT"""
"865,""HOLIDAY,EASTER,CHRISTMAS"""
"866,""NEW YORK,SLUM"""
"867,""HIGH,MORALS,STANDARDS"""
"868,""CLAM,FISH,SQUID,SHRIMP,SCALLOP,ESCARGOT,CRAB,MUSSEL,LOBSTER,OCTOPUS,SEAFOOD,OYSTER"""
"869,""COST,EXPENSE,BILL"""
"870,""FAINT,SLEEP,PASS OUT"""
"871,""LIST,PROCEDURE,AGENDA,SCHEDULE"""
"872,""ROMANCE,ROSES,FLOWERS,ROMANTIC"""
"873,""BOWL,PIN,BOWLING"""
"874,""RULER,METRIC,MEASURE,METER,MEASUREMENT,INCH"""
"875,""LOWER,BELOW,LEVEL"""
"876,""MEEK,FRAGILE,DELICATE,FRAIL,SMALL,FEEBLE"""
"877,""STRENGTH,WEIGHTS,FITNESS"""
"878,""PLANETS,PLUTO,PLANET,METEORITE,JUPITER,METEOR,MARS,EARTH,SATURN,MOON"""
"879,""COMFORT,WARMTH,COZY"""
"880,""MOIST,DAMP,HUMID,DEW"""
"881,""DECLINE,DESCENT,STAIRS,ASCEND,DOWN,STEP,STEPS,DESCEND,CLIMB,ASCENT"""
"882,""BIOLOGIST,SCIENTIST,DOCTOR"""
"883,""SNOTTY,MISCHIEF,BRAT,CHILDISH,BROTHER,SIBLING,MOTHER,COUSIN,DAUGHTER,KID"""
"884,""WIDOW,SPOUSE,HUSBAND,WIFE"""
"885,""COOLER,HEATER,WARMER,HOTTER"""
"886,""ENGINE,VALVE,MOTOR"""
"887,""SHINE,SHINY,JEWELRY,GOLD"""
"888,""LOVING,DAUGHTER,PARENT,MOTHER"""
"889,""BASEBALL,HOT DOGS"""
"890,""TANGY,FRUIT,TANGERINE,APPLE"""
"891,""PLAY,BLOCKS,TOYS"""
"892,""FEEL,FELT,GOOD"""
"893,""ELBOW,JOINT,SOCKET"""
"894,""STONE,ROLL,MARBLE"""
"895,""SNOB,NASTY,HAUGHTY"""
"896,""CAPABILITY,TALENT,ABILITY"""
"897,""DEATH,PISTOL,SHOOTING,BULLET"""
"898,""FIGHTER,JET,PILOT"""
"899,""GIRL,WOMAN,LADY,GAL"""
"900,""WORK,EXERCISE,FITNESS"""
"901,""DAUGHTER,PARENT,MOM,MOTHER"""
"902,""RELIGION,DEVIL,SATAN,SATIN,GOD"""
"903,""DISTANCE,TRAVEL,MILE"""
"904,""NAP,ASLEEP,PILLOW"""
"905,""DIVISION,DIVIDE,SECTION,FACTOR,MULTIPLY,QUOTIENT"""
"906,""SWEET,KIND,POLITE,NICE"""
"907,""LIMIT,CAPACITY,MAXIMUM"""
"908,""CAREER,PROFESSION,COLLEGE,PROFESSIONAL"""
"909,""SWEET,FRAGRANCE,PERFUME"""
